Verb,Tense,Subject,cntx_cat
হাসিয়েছিল,Past,3rd_f,cntx_pst
হাসিয়েছিলাম,Past,1st,cntx_pst
হাসিয়েছিলি,Past,2nd_i,cntx_pst
হাসিয়েছিলুম,Past,1st,cntx_pst
হাসিয়েছিলে,Past,2nd_f,cntx_pst
হাসিয়েছিলেন,Past,pol_f,cntx_pst
হাসিয়েছিলেম,Past,1st,cntx_pst
হাসিয়েছিস,Present,2nd_i,cntx_prt
হাসিয়েছে,Present,3rd_f,cntx_prt
হাসিয়েছেন,Present,pol_f,cntx_prt
হাসিয়ো,Present,2nd_f,cntx_prt
হাসিলাম,Past,1st,cntx_pst
হাসিলি,Past,2nd_i,cntx_pst
হাসিলে,Past,2nd_f,cntx_pst
হাসিলেন,Past,pol_f,cntx_pst
হাসিস,Present,2nd_i,cntx_prt
হাসুক,Present,3rd_f,cntx_prt
হাসুন,Present,pol_f,cntx_prt
হাসে,Present,3rd_f,cntx_prt
হাসেন,Present,pol_f,cntx_prt
হাসছ,Present,2nd_f,cntx_prt
হাসছি,Present,1st,cntx_prt
হাসছিল,Past,3rd_f,cntx_pst
হাসছিলাম,Past,1st,cntx_pst
হাসছিলি,Past,2nd_i,cntx_pst
হাসছিলুম,Past,1st,cntx_pst
হাসছিলে,Past,2nd_f,cntx_pst
হাসছিলেন,Past,pol_f,cntx_pst
হাসছিলেম,Past,1st,cntx_pst
হাসছিস,Present,2nd_i,cntx_prt
হাসছে,Present,3rd_f,cntx_prt
হাসছেন,Present,pol_f,cntx_prt
হাসত,Past,3rd_f,cntx_pst
হাসতাম,Past,1st,cntx_pst
হাসতিস,Past,2nd_i,cntx_pst
হাসতুম,Past,1st,cntx_pst
হাসতে,Past,2nd_f,cntx_pst
হাসতেন,Past,pol_f,cntx_pst
হাসতেম,Past,1st,cntx_pst
হাসব,Future,1st,cntx_fut
হাসবার,Present,404_f,cntx_404
হাসবি,Future,2nd_i,cntx_fut
হাসবে,Future,2nd_f,cntx_fut
হাসবেন,Future,pol_f,cntx_fut
হাসবো,Future,1st,cntx_fut
হাসল,Past,3rd_f,cntx_pst
হাসলাম,Past,1st,cntx_pst
হাসলি,Past,2nd_i,cntx_pst
হাসলুম,Past,1st,cntx_pst
হাসলে,Past,2nd_f,cntx_pst
হাসলেন,Past,pol_f,cntx_pst
হাসলেম,Past,1st,cntx_pst
